age;education;sex;workhour;earning
22;10;1;30;1
55;14;1;55;2
19;10;2;40;1
23;10;1;25;1
46;9;1;44;2
23;13;2;23;1
47;14;1;50;2
23;10;2;15;1
42;10;1;40;2
22;13;2;10;1
18;9;1;20;1
37;13;1;50;2
34;5;1;50;1
30;12;2;40;1
62;10;2;50;1
51;10;1;40;1
34;9;1;30;1
28;14;1;40;1
56;6;1;40;1
46;9;2;30;1
46;10;1;45;2
23;10;2;40;1
33;13;2;30;1
27;9;1;40;1
21;10;2;20;1
18;9;1;60;1
36;3;1;40;2
37;13;2;36;1
39;7;1;40;1
36;9;1;60;2
24;12;1;40;1
26;12;2;40;1
37;9;2;60;1
34;9;1;50;1
33;9;2;40;1
33;9;1;30;1
20;9;2;8;1
26;10;2;38;1
47;9;2;20;2
17;7;2;20;1
53;11;1;40;1
31;10;2;35;1
34;7;1;40;1
23;3;1;40;1
39;13;1;45;2
22;9;2;40;1
21;10;2;20;1
40;9;2;35;1
54;14;1;40;2
32;13;1;40;1
29;9;2;40;1
68;10;2;40;1
27;13;1;45;2
54;10;1;40;2
23;9;2;40;1
38;14;1;48;2
54;9;2;35;1
21;10;1;40;1
40;11;1;42;1
19;6;2;40;1
21;9;1;60;1
35;13;2;40;1
39;10;2;45;1
38;9;1;40;1
41;8;1;40;2
26;10;2;40;1
35;9;2;45;1
70;10;1;25;1
45;6;1;40;1
83;9;1;55;1
59;9;2;40;1
18;5;1;15;1
31;9;1;40;1
43;14;2;45;2
24;13;2;40;1
33;11;1;50;1
48;14;2;52;1
27;13;1;40;1
41;9;1;40;1
25;9;2;25;1
53;9;1;40;2
66;15;1;50;1
31;10;1;40;2
30;13;1;40;1
22;9;1;40;1
47;13;1;60;2
74;9;1;40;2
37;10;1;70;2
35;10;1;60;1
51;13;1;70;1
40;10;2;40;1
51;16;1;40;2
26;6;2;40;1
53;12;2;40;1
32;9;1;40;1
29;10;1;40;1
42;9;1;40;1
22;10;1;32;1
62;9;1;24;1
33;9;2;40;1
21;9;1;20;1
46;13;1;45;2
25;7;1;40;1
29;3;1;40;1
29;13;1;48;1
33;16;1;60;2
50;12;1;40;1
22;9;2;40;1
40;9;1;40;1
28;9;1;45;1
54;9;1;40;1
29;9;1;40;1
49;9;2;40;1
46;7;2;27;1
71;6;1;8;1
27;10;1;80;1
56;9;2;40;1
64;9;1;60;2
23;10;2;25;1
36;13;1;40;2
39;14;1;45;2
26;9;1;40;1
31;12;1;40;1
36;13;2;40;1
43;9;1;40;2
25;10;2;50;1
27;9;1;40;1
24;8;1;40;1
50;12;1;20;1
30;9;1;40;1
24;7;1;40;1
41;14;2;36;2
29;10;1;45;1
31;10;1;40;1
54;10;2;40;1
20;7;2;50;1
37;9;1;40;1
28;9;1;30;1
39;9;2;40;2
46;10;2;40;1
35;13;2;42;1
36;10;1;20;2
34;9;1;25;1
44;14;1;40;2
34;13;1;50;1
28;9;1;50;2
38;15;1;45;2
64;13;1;50;2
19;10;2;40;1
35;13;1;52;2
61;9;2;40;1
45;10;2;40;1
36;9;1;40;1
34;9;1;30;1
27;11;1;60;1
22;6;1;40;1
26;13;2;40;1
19;7;2;15;1
36;9;1;40;1
51;13;1;50;2
63;9;1;40;2
51;9;1;40;1
20;10;2;25;1
42;11;1;50;1
40;13;2;40;1
25;10;1;40;1
40;11;2;50;1
41;13;2;30;2
49;9;1;80;1
46;9;2;40;1
32;9;1;50;1
28;10;1;40;1
19;9;1;20;1
19;9;2;25;1
18;7;1;20;1
39;9;1;55;1
60;13;2;30;1
46;13;2;40;1
38;4;2;50;2
36;9;1;44;2
45;10;1;40;1
60;13;2;40;1
30;7;1;40;1
22;10;2;43;1
23;10;1;45;1
48;10;2;24;1
46;9;2;15;1
43;14;1;45;2
25;9;1;40;1
50;10;1;40;1
61;9;1;55;1
35;13;1;50;1
65;10;2;40;1
56;9;1;45;1
43;13;2;80;1
55;9;1;50;1
22;10;2;40;1
40;10;1;32;1
35;9;1;50;1
22;10;1;50;1
20;5;1;40;1
46;8;1;35;2
43;9;1;40;1
46;9;2;40;1
39;7;1;37;1
34;9;2;20;1
35;9;2;35;1
30;9;1;41;1
25;9;1;28;1
44;14;1;35;2
35;9;2;40;1
41;9;1;40;1
43;13;1;40;2
32;10;2;40;1
50;4;1;40;1
20;10;2;15;1
29;9;2;20;1
38;15;1;70;2
20;6;1;50;1
41;9;2;40;1
27;10;2;65;1
37;5;1;40;1
62;14;2;24;1
31;6;1;40;1
49;10;2;40;1
33;13;2;50;1
31;9;1;40;2
19;10;2;35;1
44;4;1;40;1
31;10;1;65;2
62;9;2;40;1
65;10;1;10;2
17;5;1;40;1
60;9;1;44;2
31;7;1;40;1
29;10;2;40;1
53;9;1;40;2
44;10;1;40;2
43;7;1;60;1
40;10;1;40;1
18;7;2;10;1
47;9;2;43;1
38;13;1;40;1
37;12;2;25;1
40;10;2;40;1
57;9;1;60;2
43;9;2;40;1
32;13;1;40;1
64;10;1;40;1
18;8;2;20;1
40;13;1;50;1
17;7;2;40;1
23;9;1;40;1
45;11;2;40;1
45;14;2;15;1
27;6;1;60;1
23;10;1;40;1
58;9;1;30;1
35;9;2;75;1
47;14;1;40;2
33;9;1;50;1
27;13;1;40;2
46;12;1;40;2
24;10;1;56;1
40;10;1;44;2
44;9;2;24;1
31;13;1;97;2
37;11;1;40;2
23;11;2;40;1
30;13;1;52;2
31;10;1;35;1
24;9;2;32;1
32;10;1;40;1
27;9;1;40;1
35;9;1;55;1
27;13;1;40;1
30;13;1;70;1
33;9;1;70;1
34;16;1;45;2
29;10;1;50;1
26;14;2;40;1
39;9;1;40;1
37;10;1;50;2
51;10;2;50;2
40;10;1;47;2
53;4;1;40;1
58;10;1;40;2
29;13;1;40;2
33;9;1;40;1
57;14;1;60;2
69;9;1;40;1
20;10;2;12;1
56;9;2;25;1
49;3;1;40;1
34;9;1;40;1
70;9;1;37;1
44;13;2;45;1
37;13;1;40;2
58;13;1;58;1
42;10;2;25;1
41;9;1;40;1
28;9;2;40;1
47;14;1;60;2
24;9;2;40;1
58;9;1;55;2
18;9;2;25;1
50;10;1;50;2
69;10;2;24;1
84;14;1;66;1
47;13;1;60;2
19;8;1;20;1
24;10;1;40;1
48;13;1;6;1
53;9;1;50;1
58;10;1;45;1
22;10;1;24;1
36;10;1;52;1
34;8;2;40;1
43;2;2;21;1
37;9;1;24;1
43;15;1;50;2
42;10;2;40;2
21;10;1;30;1
49;9;1;60;1
35;9;1;40;1
49;10;2;30;1
28;10;1;40;1
51;2;1;40;1
30;13;2;40;1
19;4;1;60;2
56;5;1;40;1
20;9;1;8;1
22;10;2;37;1
33;9;1;56;2
54;9;1;45;1
22;10;1;50;1
68;10;2;30;1
56;13;2;40;1
23;9;1;40;1
69;5;1;40;1
41;13;1;40;1
33;9;2;40;1
18;7;2;8;1
17;7;1;16;1
31;7;1;40;1
50;10;1;60;2
62;6;2;40;1
41;9;2;52;1
20;9;2;40;1
23;12;1;30;1
18;9;1;20;1
53;4;1;40;1
42;5;1;40;1
23;13;1;40;1
43;9;2;40;1
47;9;1;55;1
53;3;1;40;1
28;6;1;40;1
28;10;1;40;1
44;10;1;45;1
58;9;1;40;1
25;4;2;32;1
26;9;2;40;1
36;10;1;8;1
27;9;2;40;1
39;16;1;45;2
25;13;1;40;1
17;7;2;15;1
39;13;1;50;1
52;9;1;40;1
24;13;2;50;1
26;11;1;55;1
24;13;2;40;1
32;9;1;40;2
49;14;1;40;2
20;10;2;25;1
40;7;1;40;1
52;15;1;60;2
33;9;1;40;1
19;9;1;20;1
37;11;1;40;1
21;10;2;20;1
33;10;1;36;1
28;12;2;40;1
48;9;1;40;1
43;13;1;40;1
32;9;1;40;1
28;9;1;30;1
47;13;1;40;1
37;13;1;50;2
26;10;1;30;1
55;9;1;60;1
40;12;2;40;1
31;13;1;40;2
39;9;1;40;2
54;10;1;54;2
38;10;1;40;1
53;9;1;85;1
27;12;2;78;1
42;13;1;40;2
62;10;2;40;1
47;7;1;58;1
26;13;2;50;1
33;9;2;20;1
59;10;1;40;1
42;9;2;45;1
25;13;1;45;2
58;9;1;36;1
30;10;2;60;1
21;10;2;40;1
61;9;1;40;1
33;12;1;40;1
51;14;1;40;2
70;10;2;12;1
55;9;1;30;2
29;10;1;50;1
46;14;2;44;1
35;10;2;40;1
31;9;1;43;2
37;10;1;42;2
43;10;1;43;2
23;9;1;40;1
41;9;1;44;2
42;13;2;50;2
26;6;2;40;1
45;10;1;40;2
25;12;1;40;1
33;4;1;40;1
38;13;1;50;2
28;9;2;50;1
68;11;1;40;1
42;9;1;40;2
35;14;1;40;1
36;10;2;40;1
33;9;1;35;1
22;10;2;30;1
45;13;1;50;2
24;10;2;40;1
57;2;1;35;1
36;9;1;40;2
41;9;2;40;1
26;10;2;35;1
25;10;2;50;1
53;10;1;50;1
28;12;1;40;1
30;14;2;40;1
38;7;1;40;1
37;10;1;48;1
30;14;1;38;1
41;9;2;40;1
29;10;1;36;1
31;10;1;80;1
36;9;1;55;1
59;9;1;60;1
33;9;1;35;1
29;9;1;55;2
49;10;1;40;2
50;6;1;56;1
33;13;1;45;2
28;4;1;40;1
81;9;2;35;1
24;10;2;16;1
32;10;1;50;1
47;9;1;40;2
44;9;1;40;1
24;10;1;40;1
37;10;2;36;2
51;13;1;40;2
52;9;1;50;1
22;10;2;40;1
28;12;1;40;1
47;10;1;40;1
43;9;1;40;1
25;9;1;45;1
43;10;1;60;2
25;13;2;20;1
59;14;1;60;1
29;12;2;35;1
30;5;2;40;1
24;10;2;40;1
38;13;1;40;1
37;9;1;60;2
26;1;1;40;1
30;9;2;40;1
73;14;1;10;2
30;9;1;40;1
33;9;1;40;1
46;10;1;58;1
40;9;2;20;1
18;7;1;40;1
35;13;2;8;2
22;9;2;40;1
50;9;1;60;1
62;4;1;40;1
39;13;1;40;2
22;10;1;40;1
33;9;2;40;1
31;9;2;40;1
29;13;1;40;1
38;10;1;45;2
24;13;2;35;1
29;9;2;40;1
49;14;1;40;2
33;4;1;40;1
28;9;1;48;1
22;13;2;60;1
37;9;1;40;1
30;9;1;50;1
49;4;1;40;1
29;9;1;40;1
25;9;2;40;1
36;9;2;40;1
36;16;1;45;1
21;9;1;22;1
18;10;2;30;1
30;11;1;40;1
44;10;2;40;1
40;10;1;50;1
43;9;1;44;1
45;13;1;50;2
29;10;2;26;1
40;10;2;40;1
43;10;1;48;1
20;10;2;20;1
32;13;1;20;1
19;10;2;16;1
21;9;1;40;1
23;11;1;40;1
24;7;2;40;1
52;11;1;32;1
51;10;2;40;1
19;10;1;35;1
54;10;1;45;2
50;9;2;48;1
29;10;1;40;1
17;6;1;10;1
47;9;2;37;1
46;13;2;32;1
30;10;1;44;1
58;10;2;30;1
48;13;2;40;1
23;10;1;40;1
23;11;2;36;1
45;9;1;40;1
20;10;1;20;1
26;4;1;48;1
50;13;2;40;2
49;9;1;48;2
26;10;1;40;1
47;15;1;40;1
31;8;1;50;1
19;10;2;40;1
23;6;1;40;1
35;9;1;40;1
46;10;1;50;2
28;7;1;40;1
58;10;1;45;2
21;9;2;40;1
50;6;2;50;1
30;5;2;30;1
31;13;2;40;1
31;13;2;20;1
35;9;1;40;2
33;16;1;60;2
34;14;1;55;2
67;15;1;10;2
37;9;1;45;2
48;14;1;40;2
34;13;1;40;1
24;10;1;40;1
55;9;2;40;1
50;9;1;40;2
40;13;1;60;2
33;13;1;30;1
51;10;1;40;1
30;10;1;40;1
41;9;1;40;1
47;11;1;40;2
27;4;1;50;1
37;13;2;32;2
40;11;1;40;1
36;9;1;40;1
37;9;1;40;1
38;15;1;35;2
40;10;1;50;1
35;13;2;40;1
47;9;2;20;2
20;10;1;60;1
33;14;1;45;2
45;10;2;40;1
66;10;1;40;2
35;9;2;38;1
32;7;1;45;1
23;10;1;50;1
19;9;2;15;1
44;10;1;40;1
20;9;1;35;1
44;13;1;30;1
41;9;1;40;1
19;10;2;40;1
48;9;2;35;1
45;10;1;65;2
40;4;1;42;1
34;9;1;55;2
20;10;2;40;1
33;10;2;40;1
30;9;2;20;1
23;10;1;32;1
34;6;2;38;1
48;10;1;40;2
32;7;2;49;1
42;10;1;40;2
22;9;1;40;1
60;9;1;42;2
42;13;1;55;2
45;13;2;55;1
47;9;2;32;1
29;14;2;40;2
34;13;1;38;1
34;13;2;40;2
39;9;1;40;1
29;10;2;24;1
42;10;1;60;1
48;7;2;35;1
53;13;1;40;2
51;10;2;45;1
44;13;1;90;1
46;11;1;60;2
51;16;2;60;2
32;10;2;40;1
22;9;1;30;1
24;10;1;45;1
33;11;2;26;1
47;9;1;90;1
64;14;1;50;1
62;13;1;50;2
52;9;1;40;2
39;9;2;40;1
42;9;1;48;1
38;13;1;42;2
55;4;1;50;1
29;9;2;27;1
42;12;2;24;1
30;12;2;50;2
32;5;1;40;1
36;9;1;30;1
50;7;2;40;1
27;9;1;40;1
47;9;1;60;1
33;5;1;35;1
48;10;1;40;1
23;4;1;35;1
31;13;1;40;2
26;10;1;40;1
61;9;1;63;1
50;13;1;40;1
49;11;1;40;2
57;3;1;84;2
19;9;1;24;1
18;7;1;15;1
44;12;2;99;1
54;11;1;50;1
35;9;1;40;2
27;14;1;20;1
50;9;1;50;1
43;9;1;40;1
28;10;1;40;1
47;9;1;40;1
21;1;1;50;1
30;15;2;45;1
19;9;1;45;1
40;10;1;40;1
55;14;1;50;2
67;9;1;20;1
31;11;1;43;1
30;11;1;40;1
54;1;2;40;1
51;13;2;43;1
34;9;2;40;1
59;14;1;45;2
50;9;2;38;1
29;9;1;40;1
17;6;1;40;1
24;9;2;30;1
52;1;1;40;1
39;14;2;18;2
18;8;2;25;1
32;10;1;40;1
25;10;2;50;1
34;9;2;45;1
44;9;1;40;2
37;10;2;40;1
39;14;2;65;2
32;15;1;40;2
23;10;2;28;1
45;10;1;42;1
30;7;1;40;1
20;8;2;10;1
41;9;1;4;1
21;9;2;30;1
48;4;1;30;1
31;9;1;45;2
34;11;1;40;1
25;9;1;40;1
41;13;1;35;1
35;15;1;50;2
42;13;2;40;1
34;9;1;75;2
44;6;1;60;1
32;13;1;40;2
25;10;1;40;1
23;7;1;50;1
36;15;1;40;2
53;13;1;60;2
27;16;1;52;1
27;13;2;65;1
57;9;2;45;1
17;7;2;20;1
59;9;2;38;1
34;9;2;40;1
30;6;1;55;1
31;12;2;45;1
18;7;1;40;1
23;10;1;30;1
19;9;1;40;1
20;11;1;40;1
52;9;1;40;1
39;13;1;50;2
27;9;2;50;1
19;10;2;35;1
38;13;2;15;1
19;9;1;16;1
34;13;2;40;2
41;9;1;45;1
23;9;2;40;1
24;12;1;12;1
24;13;2;40;1
22;6;1;84;1
45;15;1;60;2
45;9;1;60;2
48;13;1;40;2
42;13;1;60;1
35;10;1;50;1
32;9;2;40;1
51;9;2;32;1
59;10;1;40;2
31;9;1;40;1
27;13;1;50;1
29;13;1;80;2
57;12;2;35;1
40;9;1;40;1
31;9;1;40;1
23;4;1;40;1
42;9;2;35;1
60;9;1;40;1
53;14;2;50;2
20;10;2;40;1
27;9;1;40;1
31;9;1;45;1
29;13;1;40;1
22;13;1;40;1
42;13;2;38;2
63;15;1;50;2
28;9;1;40;1
79;10;1;20;1
39;9;1;40;2
29;8;1;40;1
60;4;1;40;1
58;8;2;24;1
20;12;2;18;1
44;9;1;65;2
47;9;1;48;1
59;9;1;24;2
37;14;1;65;1
21;9;1;40;1
68;11;2;40;1
43;10;1;40;1
23;10;2;40;1
23;9;2;33;1
40;14;2;35;1
45;10;2;35;1
34;11;1;60;2
22;10;1;40;1
38;13;1;50;2
24;10;1;49;1
23;9;2;40;1
39;10;1;45;2
26;10;1;40;1
24;9;1;40;1
22;10;1;25;1
36;13;1;55;1
20;10;2;20;1
18;7;1;8;1
38;13;1;40;2
43;13;1;35;1
56;9;1;40;1
42;14;1;40;2
35;13;1;50;2
31;10;2;45;1
73;2;1;20;1
32;10;2;42;1
37;14;1;45;2
66;9;1;10;1
22;9;2;35;1
51;11;1;40;1
31;9;1;35;1
65;9;2;59;1
39;9;2;45;1
48;10;2;37;1
20;10;2;40;1
28;12;1;40;1
48;13;1;50;2
29;15;1;80;1
36;16;1;30;2
35;13;1;45;2
31;10;1;40;2
48;9;1;40;1
36;11;1;45;1
40;9;1;50;1
57;9;1;15;1
26;13;2;35;1
37;9;2;40;1
65;16;1;40;2
26;6;2;32;1
42;10;1;40;1
47;14;1;40;2
62;4;1;40;1
27;11;1;50;1
76;10;1;8;1
20;10;2;40;1
29;13;2;40;1
29;8;1;40;2
32;6;1;40;1
22;10;1;40;1
30;9;2;50;1
43;10;2;40;1
23;13;1;20;1
44;15;1;40;2
41;13;1;40;1
49;14;2;40;2
30;9;1;45;2
23;10;1;35;1
39;9;2;40;1
32;13;1;60;2
50;10;1;35;2
19;10;2;40;1
35;13;1;52;2
23;9;1;40;1
25;10;1;40;1
40;9;2;40;1
30;13;1;42;2
52;10;1;40;2
49;10;1;60;1
24;13;2;40;1
46;13;1;40;2
39;13;1;50;2
45;13;1;50;2
62;13;2;38;1
43;13;1;50;2
45;10;2;40;1
62;9;1;40;1
48;3;1;40;1
56;9;2;40;1
28;9;2;35;1
23;9;1;40;1
43;9;2;35;1
26;13;1;40;2
36;9;1;50;2
55;16;2;60;1
48;13;2;50;1
43;3;2;72;1
38;11;1;45;2
18;9;1;30;1
56;9;1;70;1
39;14;1;40;1
46;3;1;50;1
36;7;1;65;1
42;9;1;40;1
50;9;1;50;2
17;7;1;20;1
57;4;2;40;1
73;9;2;12;1
50;10;1;40;1
35;10;1;45;1
27;10;1;45;1
24;10;2;40;1
27;10;1;40;1
23;9;1;40;1
25;9;2;40;1
51;13;1;40;2
26;6;2;40;1
47;10;1;45;1
40;9;1;40;1
58;5;2;40;1
25;10;2;40;1
29;9;2;18;1
36;7;1;43;1
46;9;2;60;1
69;2;2;4;1
69;9;2;40;1
28;9;2;40;1
20;9;1;48;1
54;9;2;35;1
25;10;1;40;1
64;9;1;40;1
17;9;2;20;1
53;9;1;40;1
50;5;1;50;1
57;9;2;38;1
51;10;1;40;1
20;10;1;30;1
47;10;1;40;1
25;9;1;52;1
50;15;1;52;2
20;9;2;30;1
43;15;1;70;2
46;13;2;40;1
54;9;2;38;1
53;10;2;15;1
21;9;1;30;1
58;10;1;40;1
30;13;1;55;2
61;9;2;40;1
56;10;2;35;1
59;9;2;40;1
72;9;1;20;1
33;9;1;40;1
46;9;2;40;2
46;10;1;38;2
48;9;2;28;1
33;9;1;40;1
21;10;2;40;1
27;9;2;45;1
31;9;1;40;1
28;13;1;40;1
45;10;2;38;1
51;9;1;40;2
46;9;2;40;1
25;10;1;25;1
61;10;1;40;2
17;7;2;30;1
26;13;1;40;1
35;6;1;60;1
33;7;1;70;1
37;8;2;33;1
39;9;2;35;1
42;9;2;30;1
35;13;1;47;2
45;9;2;50;2
47;13;1;40;2
64;7;1;48;1
39;15;2;47;2
43;9;2;40;1
34;9;1;40;1
62;13;1;40;2
53;10;1;40;2
31;13;1;40;1
26;9;1;40;1
56;4;1;50;2
43;10;2;40;1
33;10;1;35;1
45;10;1;40;2
46;10;1;55;1
26;11;1;80;1
24;9;2;40;1
43;13;1;50;2
40;11;1;40;1
61;4;1;35;1
34;10;2;72;1
85;9;1;35;1
41;9;2;40;1
31;12;2;35;1
22;10;2;30;1
60;9;2;40;1
29;12;2;36;1
34;9;1;40;1
35;13;2;45;1
24;9;1;30;1
45;14;1;40;1
21;8;1;20;1
30;12;2;37;2
50;10;1;99;2
41;9;1;40;2
21;9;2;33;1
45;9;1;45;1
34;13;1;40;2
28;9;1;40;1
19;9;1;40;1
26;13;1;50;2
48;13;1;45;2
69;13;1;40;2
41;10;2;40;1
43;13;2;40;1
28;9;1;40;1
65;10;2;28;1
31;13;1;38;1
28;13;2;40;1
51;13;1;40;2
45;10;2;80;1
43;9;1;38;1
31;12;1;60;1
31;10;1;55;2
45;10;1;40;1
20;13;2;30;1
25;13;1;40;1
36;9;2;30;1
31;13;1;50;1
56;10;1;45;1
26;13;1;18;1
47;10;2;65;1
40;9;1;50;1
32;9;2;48;1
34;14;2;24;1
37;9;1;55;1
38;9;1;45;1
19;11;1;16;1
49;5;2;40;1
18;9;2;25;1
26;12;2;40;1
82;4;1;2;1
40;9;1;40;1
28;10;1;50;1
23;9;1;37;1
19;10;1;40;1
67;9;1;32;1
43;13;1;40;2
41;12;2;50;1
37;11;2;40;1
20;9;1;40;1
40;9;1;40;1
47;14;1;50;2
40;9;1;40;1
39;13;2;40;1
24;10;2;20;1
78;9;1;32;1
67;11;2;1;1
49;13;1;45;2
66;9;1;10;1
52;9;2;40;1
59;9;1;60;1
72;9;2;12;1
35;9;1;40;1
30;13;2;40;2
36;10;1;40;1
26;9;2;40;1
23;13;1;35;1
39;13;1;40;2
40;15;1;40;1
29;13;1;40;1
38;13;1;20;1
63;13;1;40;1
58;9;1;40;2
30;9;2;40;1
38;9;2;40;1
25;3;2;33;1
44;14;1;40;2
43;11;2;40;2
21;10;1;30;1
41;12;1;40;1
38;13;1;50;2
75;13;1;6;1
29;10;1;40;1
52;9;1;70;1
47;9;2;45;1
28;11;1;50;2
24;10;2;40;1
30;14;1;10;1
30;10;1;60;2
40;12;1;40;2
27;10;2;30;1
26;9;1;44;1
32;9;1;37;1
36;13;2;40;1
26;8;1;40;1
25;10;1;40;1
39;10;2;40;1
27;11;1;40;1
24;9;1;50;1
38;13;1;40;2
35;9;1;55;1
29;11;1;40;1
49;9;2;40;1
36;5;1;40;1
47;16;1;50;1
21;10;1;40;1
35;13;2;40;2
38;2;1;40;1
66;10;1;40;1
45;14;1;50;2
19;10;2;15;1
18;9;1;22;1
37;15;1;40;1
49;13;2;40;1
33;11;1;48;2
27;10;1;40;2
34;10;2;35;1
54;14;2;40;1
24;10;1;40;1
44;15;1;60;2
48;13;1;50;1
23;9;2;40;1
29;9;1;38;1
21;12;2;9;1
18;8;2;32;1
18;5;2;32;1
29;9;1;40;1
29;9;1;40;1
41;9;2;40;1
32;9;1;40;1
61;6;2;24;1
79;9;1;6;1
34;12;1;40;1
46;13;1;40;2
50;11;1;60;2
29;9;1;40;1
23;10;2;40;1
64;10;2;40;1
70;14;2;50;2
28;12;2;40;1
51;11;1;40;1
20;10;2;40;1
34;13;1;55;1
29;9;1;40;1
49;13;1;40;1
77;10;1;40;1
32;9;2;35;1
27;13;2;40;2
22;10;2;40;1
35;9;1;40;2
42;13;1;40;2
35;9;1;40;1
62;9;1;40;1
33;9;1;16;1
45;10;2;55;1
19;10;2;40;1
38;9;1;40;1
26;9;1;45;1
29;13;2;45;1
33;13;1;40;2
35;9;1;80;1
42;10;1;40;1
20;11;2;20;1
43;14;1;40;2
69;7;1;45;1
39;9;1;40;1
37;9;1;40;1
28;10;1;40;1
26;13;1;40;1
32;10;1;30;1
43;13;1;40;2
49;9;1;30;1
28;4;1;60;1
35;9;1;40;1
19;10;2;10;1
35;9;1;40;2
57;9;2;40;1
45;5;1;40;1
23;9;1;48;1
45;9;1;40;1
42;9;2;40;1
35;13;1;40;1
45;13;1;50;2
28;13;1;40;1
64;11;1;10;1
44;15;2;40;1
59;9;1;40;2
41;9;1;40;1
21;10;1;25;1
29;11;2;40;1
51;9;1;40;2
22;9;1;40;1
49;9;2;40;1
53;12;1;80;2
38;10;2;44;1
23;10;1;40;1
20;9;2;40;1
40;13;2;40;1
25;13;2;40;1
27;10;2;40;1
20;9;1;30;1
37;9;2;20;1
40;9;1;40;1
28;13;1;40;2
38;9;2;40;1
42;13;2;40;1
32;12;1;40;1
20;9;1;45;1
62;13;1;38;1
31;10;1;40;1
31;9;1;60;1
24;9;1;40;1
62;4;2;35;1
43;10;1;40;2
21;10;1;50;1
30;9;1;40;1
22;9;2;40;1
18;6;1;40;1
59;14;2;40;1
24;4;1;40;2
49;9;1;40;1
19;7;1;30;1
48;9;1;40;2
32;15;1;60;2
33;6;2;45;1
23;13;1;15;1
33;15;2;65;2
50;10;1;40;2
30;13;1;43;1
32;12;1;42;1
39;10;1;65;1
21;10;2;20;1
23;13;2;21;1
32;13;2;40;1
57;9;1;40;1
22;10;1;10;1
70;9;2;5;1
34;10;1;84;2
53;14;2;40;1
21;10;1;45;1
37;9;1;40;1
60;9;1;50;2
23;7;1;40;2
32;6;1;80;2
57;9;1;40;1
65;9;1;40;1
25;10;1;30;1
30;9;1;46;1
31;9;2;40;1
19;10;1;35;1
23;13;1;38;1
44;9;1;40;1
43;10;1;45;2
42;10;2;40;1
34;7;1;40;1
32;9;1;40;2
25;11;2;40;1
21;10;2;40;1
31;9;2;60;1
36;11;2;40;1
49;10;1;65;1
44;13;2;32;1
42;11;1;40;2
30;9;1;99;1
33;6;1;40;1
36;13;1;45;2
17;6;1;30;1
20;10;1;25;1
32;9;1;50;1
33;9;1;40;1
37;10;2;60;1
60;6;1;48;1
35;10;2;15;1
43;13;2;40;1
46;10;1;40;2
29;9;1;40;2
36;13;1;42;2
27;9;1;40;2
50;10;1;84;2
22;10;2;44;1
33;14;1;60;1
61;6;2;40;1
28;11;2;40;1
41;11;1;70;2
22;10;1;40;1
27;13;2;40;1
25;9;1;40;1
32;9;2;20;1
28;14;1;50;1
25;13;1;35;1
28;10;1;40;1
37;13;2;30;2
58;9;2;37;1
39;9;1;40;1
33;10;2;40;1
59;6;1;40;2
58;13;2;20;1
38;11;1;36;2
34;10;1;40;1
31;10;1;40;1
48;9;1;40;2
65;9;1;40;1
45;9;1;50;1
80;15;1;10;2
23;9;2;40;1
33;14;1;37;2
38;10;1;40;1
44;14;1;40;2
48;14;2;40;2
40;9;1;40;1
19;9;2;40;1
45;13;2;40;1
34;10;2;40;1
70;10;1;80;1
32;14;1;60;1
33;11;2;40;1
24;13;2;40;1
30;13;2;15;1
22;10;1;25;1
52;15;1;65;2
67;6;1;80;1
40;9;1;45;1
55;11;2;20;1
29;9;2;40;1
62;9;1;16;1
22;9;2;40;1
64;5;1;40;1
29;13;1;50;1
28;10;1;40;1
25;9;1;40;1
47;16;1;50;2
26;13;1;40;2
18;8;1;27;1
52;6;1;45;1
48;13;2;50;2
36;9;1;40;1
23;11;2;30;1
41;9;1;40;1
56;9;1;38;2
53;9;1;40;1
26;10;2;40;1
22;10;1;40;1
25;14;2;31;1
31;10;1;40;1
36;12;1;40;1
46;10;1;40;1
46;12;1;38;2
32;10;2;36;1
43;9;1;60;1
30;13;1;50;2
41;13;1;45;2
50;14;1;60;2
37;14;1;38;1
22;9;1;50;1
51;9;1;80;1
47;10;2;40;2
40;9;1;40;1
46;10;1;40;1
23;10;2;20;1
30;10;2;40;1
27;9;1;65;2
31;10;2;35;1
31;2;1;40;1
30;9;1;40;1
50;13;1;40;2
27;13;2;50;1
22;10;2;16;1
29;9;1;50;2
28;9;1;60;1
54;13;2;45;2
47;11;1;48;2
34;9;2;40;1
26;10;1;40;1
53;4;1;35;1
23;10;1;60;1
42;14;1;40;1
36;9;1;50;1
52;13;1;45;2
22;10;2;40;1
27;14;2;40;1
42;9;2;40;1
39;9;2;40;1
49;9;1;40;2
36;9;1;40;2
20;1;1;32;1
55;9;1;60;1
47;5;1;40;1
33;14;1;33;2
36;10;1;40;1
39;16;2;80;1
55;13;1;48;2
21;12;1;15;1
48;12;1;45;1
30;11;1;45;1
24;9;1;50;1
57;9;2;38;1
20;10;1;60;1
18;10;2;20;1
56;9;2;40;1
36;9;2;40;2
44;6;1;40;2
57;9;1;40;2
57;9;1;52;1
33;9;1;40;1
61;4;1;40;2
39;13;1;99;2
28;9;1;40;1
31;10;1;16;1
60;12;2;40;1
36;11;1;40;2
58;9;2;35;2
50;10;1;38;1
23;13;2;12;1
30;9;1;40;1
20;7;1;40;1
90;15;1;72;2
49;13;2;50;1
47;13;1;40;1
34;16;1;40;2
